56.217808,32.200043,0
96.550001,74.548729,1
81.239576,52.004919,1
71.906094,65.599948,0
40.921305,93.529653,1
40.919616,47.450456,0
34.065853,58.726805,0
90.63233,82.88858,1
72.078051,46.015872,0
79.56508,35.388594,0
31.440915,50.282602,0
97.89369,41.28549,0
88.270985,95.078836,1
44.863738,86.568427,1
42.727748,74.338263,0
42.838316,91.002241,1
51.296957,86.257045,1
66.73295,43.059904,0
60.236151,92.47913,1
50.38604,67.753957,0
72.829703,86.520811,1
39.76457,92.726391,1
50.450125,52.260243,0
55.645329,37.703635,0
61.924899,45.955461,0
84.962317,59.897545,1
43.977165,87.261034,0
65.996411,90.251141,1
71.46902,30.486649,0
33.251529,65.752311,0
72.52814,59.21877,0
41.936689,45.547547,0
34.553612,38.390576,0
96.421988,53.633062,1
97.594242,96.003679,1
86.587814,52.624205,1
51.322964,66.315344,0
36.837048,79.211327,0
77.896312,55.454072,0
60.810675,98.024746,1
38.542676,97.371311,1
64.662384,47.624761,0
32.407196,64.807395,0
93.652428,51.061482,1
48.114599,49.938835,0
76.37656,32.582086,0
51.819775,72.669503,0
66.404761,65.187532,0
68.26972,33.603513,0
42.939812,49.505252,0
97.870924,93.578612,1
84.259298,46.769332,1
95.764926,40.142641,0
92.637915,64.261693,1
71.852999,98.995532,1
94.531196,46.943869,1
36.194475,77.049488,0
43.7188,83.313373,1
33.16591,46.634628,0
52.773123,80.975144,1
57.20741,55.744819,0
48.994432,74.261408,1
88.011626,74.34708,1
54.972733,67.504228,1
49.665416,36.320284,0
67.988726,88.471175,1
39.864696,52.454605,0
86.153789,43.056296,0
35.218545,32.85426,0
99.082086,71.362506,1
84.057134,77.429505,1
43.910098,31.161148,0
30.386548,65.846514,0
87.0823,45.854704,1
79.480014,75.162095,1
81.030502,42.20565,0
83.988924,78.365642,1
35.183126,57.071474,0
55.092601,95.571099,1
38.110834,39.626466,0
90.41724,53.874645,1
73.630869,37.943146,0
53.162862,94.728553,1
34.449085,91.413755,1
51.768763,48.055914,0
52.762833,76.198883,0
81.072432,87.205554,1
74.629023,68.864057,1
92.104892,67.07554,1
63.055045,46.92966,0
38.371597,36.517194,0
79.927135,92.805103,1
83.254953,93.029264,1
69.289404,74.317102,1
83.967703,53.732085,0
64.565692,54.44467,0
66.591298,80.816898,1
59.927871,92.797718,1
31.779339,92.09605,0
37.5524,84.591288,1
